0,1,2,3,4,5,6,7,8,9,10
2621,10564,4887,4635,5082,2589,5540,9642,10645,2950,8703
2622,9296,9846,11236,4752,13517,6084,11883,15839,9726,9660
2623,8718,3169,13547,9490,13811,9565,12077,1801,2736,3555
2624,4810,36,15486,264,5417,8275,15600,11482,11738,520
2625,5098,4383,15278,8461,7803,14183,2764,1132,1391,14259
2626,7058,6955,13159,11814,5249,8263,15881,3194,3219,13756
2627,9238,6553,13312,3735,9534,7403,7914,1019,5984,2701
2628,5218,14068,14855,11421,7196,12483,7798,2371,12165,6530
2629,14370,3078,5737,2979,7575,4604,6388,6916,33,4359
2630,14868,883,5019,7185,4026,6878,5913,7888,10808,14135
2631,5367,14806,13631,7564,12314,1277,6236,1343,10797,8586
2632,11336,7486,6385,5553,15113,11956,15330,6877,9463,8419
2633,1727,10713,3501,12211,13651,5845,14199,2572,5025,13344
2634,8380,1400,8834,15071,10144,9329,6075,3786,3690,3058
2635,309,11144,3615,6633,6224,3654,13370,1354,890,16036
2636,1327,460,10546,7493,6007,9800,7094,14994,6110,11456
2637,7055,6461,1312,2674,10990,10964,728,6052,2943,13014
2638,10486,190,2234,10884,3800,4508,4532,3202,3786,10634
2639,657,7050,4191,13815,7991,13636,7742,9874,7875,13629
2640,3463,9053,15446,8777,12779,5527,667,6372,15280,8457
2641,8027,14982,1596,7950,911,12352,1135,14346,11740,7948
2642,3217,4179,4420,1614,15698,5752,8421,8710,2992,4802
2643,3709,9337,3995,4956,8355,1887,10875,1100,11119,13673
2644,15299,1839,1762,11643,11007,1108,6539,9595,384,12856
2645,13615,11104,7509,14826,12859,800,3790,11546,10585,14750
2646,2675,1674,3109,549,4410,4829,9474,3575,2908,5505
2647,5251,6316,3144,10204,8215,7850,5365,1394,1808,530
2648,7663,5123,13193,7883,1983,12326,7625,1086,7915,9313
2649,827,10987,7326,2664,4627,487,3608,2136,9368,14230
2650,12483,173,1074,2819,232,3568,8447,2314,682,2492
2651,11633,3041,8716,12715,8739,3081,15803,4846,12156,6102
2652,1691,1751,11538,500,7683,9945,11454,5914,13065,11360
2653,3233,6583,13423,980,15922,4428,565,8435,4090,7894
2654,1804,5577,7890,6743,11242,14073,15343,1273,12639,13695
2655,9565,10419,9720,6767,3000,12631,6794,634,5342,12791
2656,14118,8581,7191,15851,1808,8392,5365,3152,506,5834
2657,936,4357,1793,11691,1621,13931,1687,5867,7029,3481
2658,5741,1629,1124,14026,12082,3611,2935,11494,1478,324
2659,5165,472,13689,12466,7465,9771,14447,7308,1719,5559
2660,4048,302,3696,9195,2504,4971,14844,667,3813,12181
2661,8947,3949,4043,5464,2174,2967,8064,10756,6525,11497
2662,10608,5534,14934,2522,1427,13989,15983,12335,7885,12061
2663,8304,8242,9025,9752,796,3764,4590,3751,3697,281
2664,827,9368,14662,2649,6267,2136,10987,10514,3431,8749
2665,8762,6589,10535,31,1356,315,11068,1533,13449,14001
2666,938,461,6990,1335,11005,15334,10691,7915,6764,12910
2667,14258,8447,13989,6916,1502,2148,12287,2079,8366,6179
2668,11169,389,11339,3581,2131,5526,2472,10089,57,6305
2669,453,9055,2072,2459,8093,11065,8230,11855,6235,2281
2670,1347,2162,3605,11730,9135,7482,136,9656,5696,468
2671,15246,7775,15852,13914,10082,11012,7851,13058,7057,4268
2672,2017,14044,5023,8457,15214,870,627,10198,2884,10160
2673,9557,13180,3882,8836,10386,5508,15580,13108,5876,10905
2674,1312,6461,2637,7055,6052,6273,10990,3947,7099,12413
2675,3109,1674,2646,5452,8200,9474,8079,10176,9093,2908
2676,9537,1751,4671,10817,12663,1254,9438,2546,8922,14677
2677,15186,5232,103,8560,5,5803,1268,10630,6222,121
2678,7088,15925,3132,4260,7105,14328,1785,8405,15283,5034
2679,4238,7083,12280,11303,11919,2534,8157,3276,7125,7309
2680,1576,15706,4594,1854,12192,10036,9233,10633,3003,4584
2681,8334,9757,14482,8993,7178,1019,16072,10362,179,1297
2682,16028,15186,68,5,2209,121,103,6001,3791,13762
2683,3076,484,6609,13290,9343,1470,11886,3550,1979,8819
2684,9767,6834,8139,4720,15708,2736,425,5111,6878,3487
2685,5138,1843,14695,179,12169,2105,10875,7932,2104,7989
2686,12154,14665,4947,11122,860,12356,14864,3849,14143,13036
2687,7595,7487,15039,12141,2315,849,6414,728,1290,12105
2688,8183,1921,5407,7106,8722,6573,3124,12033,6207,8091
2689,8473,3481,4026,1556,14680,7185,10808,8798,956,1934
2690,2368,5664,845,10031,6914,3711,3016,1682,6170,1029
2691,9026,15219,3816,5364,11778,11294,4458,1215,119,3845
2692,21,6354,15356,1201,12525,13713,4015,10708,6978,5935
2693,7537,5392,4493,9600,8883,14161,7206,12022,5640,14392
2694,8887,568,11849,15228,15363,11466,10731,8588,12178,14463
2695,5837,7117,14321,526,944,13553,8318,3053,8968,10934
2696,14782,13139,12899,7229,6709,6951,12984,4581,11762,5602
2697,6018,4206,6824,12360,6916,12854,2363,7539,10227,14258
2698,10094,908,402,14156,5518,12718,7334,456,2403,2201
2699,14688,7128,6865,13487,8704,10469,6485,5327,9289,6171
2700,15956,3185,15223,2571,8504,3226,11488,6186,524,12752
2701,11735,13050,11872,5192,5688,8662,1186,12644,1686,9786
2702,14494,7351,10288,279,11199,4046,11009,5280,3132,6851
2703,944,9,8318,12923,3909,8110,14601,11810,15272,10119
2704,4760,1639,831,2819,12483,2184,126,571,7539,13535
2705,4415,6538,11953,487,9015,4627,439,3608,8995,14428
2706,2874,12397,10930,12045,10865,14837,3772,9824,15925,14672
2707,10539,10366,3449,1214,6016,83,15203,8710,4807,8910
2708,657,1941,8716,10493,12852,10503,13944,13800,14137,7368
2709,9611,4812,11957,12354,2473,13799,3972,3963,4735,7101
2710,10986,14445,1534,11045,414,2275,2511,1658,3504,7648
2711,11536,11441,10112,11456,6521,9824,1709,15654,11342,794
2712,10877,11989,7786,9606,1855,6133,12410,12521,12820,930
2713,8531,11312,1243,13406,2150,13549,15696,16042,1984,10009
2714,8501,1434,13645,5891,9243,3763,2863,2881,6274,11286
2715,4786,10461,2839,15192,5968,3250,2490,4617,14585,6971
2716,14349,3433,1804,5011,1859,6139,9464,12278,1615,12166
2717,10633,15202,6862,15706,4594,1576,13324,4125,2357,8375
2718,13515,2275,14897,4474,15078,12476,12855,42,10047,14184
2719,13678,8947,2967,3949,528,11078,2174,4043,12302,2661
2720,4950,4072,10701,16090,13017,7322,2454,14662,12493,14765
2721,3217,11939,5805,12392,6449,5374,2903,2327,4834,12936
2722,16107,13952,12837,11072,11654,13518,8426,9885,10752,12559
2723,4811,8388,3985,5549,9894,10255,4611,7254,1362,1328
2724,6345,7434,9656,9398,3764,2670,10676,9811,10035,4590
2725,8776,14616,235,12068,8480,11127,11128,14784,3730,7115
2726,15198,4461,16121,11018,1696,14017,2908,246,2113,956
2727,1408,6200,2914,15230,13975,1873,10283,1605,10727,14848
2728,11107,6069,11919,5764,12926,6878,6252,11090,2460,15973
2729,12080,14485,7264,1856,12245,11253,11512,13697,15045,4437
2730,9767,1020,7880,2841,8624,7459,15762,11004,2662,10177
2731,13650,10401,9770,2667,6945,14213,10586,11328,1995,11459
2732,2540,15313,2076,12554,3353,11511,5147,6580,11461,8779
2733,5459,14001,14767,10847,15721,6733,6611,516,5302,13565
2734,2874,8692,5556,9780,2706,5259,14250,10566,1881,12267
2735,7395,10343,7219,4847,15679,14861,14039,4609,3019,10047
2736,6720,352,14689,4887,5004,11219,5033,6764,4577,2621
2737,11936,11355,80,5520,246,1586,15282,10058,637,6608
2738,4989,10337,4696,15292,6006,4405,11139,11105,11182,11415
2739,10609,12838,2924,172,5892,3730,7006,3012,11411,14958
2740,9300,12820,11989,9606,11168,6133,12410,6975,11499,10139
2741,2753,15692,6583,6415,8225,2875,12742,6232,8356,5860
2742,1796,283,3479,4255,2323,1730,15981,406,3655,1922
2743,12360,10903,7350,560,3235,3581,5526,8727,15672,6200
2744,15470,12854,14057,7029,1687,6343,3909,883,7888,956
2745,1085,296,182,5,68,9804,121,103,13762,1268
2746,9706,9157,9075,13725,4568,10972,7517,6254,7928,3571
2747,3680,12559,3241,14587,6982,3535,3392,3380,14499,7372
2748,3311,11252,7874,5997,13398,10299,11784,8223,6899,13005
2749,937,15375,1480,4106,1738,5101,2147,5304,11055,12810
2750,14124,2010,5329,10961,5348,4316,8190,982,10191,12887
2751,15641,12319,2779,1702,6948,5774,7943,1209,14971,12478
2752,9496,6215,15590,15774,9007,10810,8363,12647,10259,15609
2753,6415,2741,12228,12687,8225,4504,8356,4978,15692,7714
2754,11404,10811,11671,12774,1090,1359,2432,10898,12804,5759
2755,1368,15578,283,4841,8566,2280,6959,4255,10453,46
2756,11933,1365,11956,9022,5551,6877,14689,7466,5553,5776
2757,2126,12022,7847,14662,4772,3252,4584,3755,16090,13118
2758,12066,4676,12879,9161,4581,3237,10736,9326,12376,15056
2759,10711,15619,4533,14319,3907,9670,13069,1582,4833,6608
2760,10918,8627,5604,11683,12721,14257,14651,4523,13751,14442
2761,14335,7609,8932,5844,15183,13516,5748,8474,9603,7103
2762,15684,7173,2847,6117,4001,1284,5695,3589,1754,14575
2763,2705,5362,3422,4415,5357,6538,3892,4325,4619,1996
2764,5542,5778,11902,4383,2625,15283,15357,1215,10049,14269
2765,6653,1192,1110,12869,12123,8662,1686,4938,3780,10522
2766,3636,11423,5292,5391,10826,3310,5044,1182,12533,5033
2767,12297,5731,9895,7561,5500,15506,14509,9260,1943,16017
2768,12483,2314,8992,15960,10576,2704,5084,2233,8729,4628
2769,12401,6120,11228,14630,16121,2462,6608,12824,2326,14030
2770,4775,6907,7381,10651,11337,11711,12937,13266,9111,10880
2771,4422,8723,5696,6130,2165,2012,11489,7434,5204,3503
2772,2612,5245,4789,8984,8651,12687,14250,7865,12111,4448
2773,14241,9772,8806,11198,10272,905,14382,6528,5738,7184
2774,5007,14538,14814,7724,2855,13095,4301,14622,3892,1863
2775,8146,12498,9816,5203,10625,610,10352,4320,15598,2565
2776,10545,6177,7026,584,10254,755,7106,14673,6062,219
2777,3577,12967,10955,1013,733,4334,3020,8265,4124,1519
2778,9364,5280,9070,1178,11799,302,552,529,870,10642
2779,7943,2294,1374,10286,4174,12578,10014,5497,11919,10221
2780,6701,9381,12264,2223,2335,11870,8290,3420,5650,6202
2781,8768,11926,3994,12318,7119,5273,4799,5530,5094,11212
2782,4808,12360,12853,853,10229,10124,6894,13535,8823,14413
2783,4633,2662,12101,15638,9767,8399,13782,3169,7459,8240
2784,9045,1231,4255,5896,15539,14468,15578,3814,6429,2323
2785,12542,12526,41,1748,2517,40,9182,13506,4842,13217
2786,6034,11480,4466,9395,7843,15325,4412,7928,10773,5483
2787,7720,13570,11648,3215,10495,11556,13012,7210,6782,8912
2788,4999,8614,2129,2852,5378,4188,83,7846,758,15888
2789,8616,2382,5872,7692,4677,1274,5678,15451,569,4613
2790,14506,243,15941,15722,8641,13072,2866,888,14429,2294
2791,107,3832,15307,7398,7534,1834,8980,14441,5651,5583
2792,15479,247,13439,15381,3716,6794,13192,15419,11232,3710
2793,2315,728,2238,12413,12566,2268,762,11719,2118,9411
2794,10374,10332,15800,10167,13485,13034,8261,7117,271,730
2795,12278,15781,4327,3840,259,12166,566,5746,12785,11277
2796,3843,14754,8280,7430,5876,11041,6237,2836,3024,1941
2797,13093,13599,4225,12340,15938,6215,15665,12708,11387,9024
2798,13336,2486,2455,8010,12560,12605,2702,10984,10586,4046
2799,189,3763,12704,85,7798,4646,8026,12620,5373,7562
2800,7843,7098,15295,11497,5083,11215,659,14758,11182,12659
2801,13789,7245,12814,7777,4807,9538,3868,12096,929,11954
2802,13305,11269,3767,2906,12554,12212,14404,6577,4370,7226
2803,12555,4182,1774,14508,8896,6174,1354,4540,14887,10957
2804,8476,3937,1568,5244,15058,5400,3225,4330,14443,13056
2805,572,8326,12914,9955,1506,7882,6019,2040,7668,15845
2806,12017,3078,11708,5643,13099,692,15803,10334,2537,3041
2807,855,1467,1211,1949,14608,683,4761,660,14848,14277
2808,1581,2350,4633,6475,1286,9642,8399,12287,4089,13460
2809,10333,15549,12289,9775,2438,9699,15530,5202,140,7670
2810,14911,7933,7784,10996,15395,11778,12299,8387,3816,7526
2811,1910,1463,1232,5436,1595,5415,7,2188,15322,13497
2812,4358,16014,1118,7289,15722,9690,14749,1323,9342,6435
2813,7074,4416,6121,436,8298,1051,9155,906,4934,15779
2814,9774,5587,2142,8017,5832,6554,15181,1702,2201,2018
2815,5403,1953,4523,1664,1766,14068,461,1335,930,4250
2816,11147,3216,7154,638,4006,192,12015,7559,1590,513
2817,3338,711,6369,5065,1573,10995,15017,1984,11143,3851
2818,13546,6744,756,9213,2928,15727,13349,2932,876,4658
2819,2704,2184,997,3012,2314,390,682,15585,173,2650
2820,2881,15660,5152,6589,15336,334,1694,9884,1467,9463
2821,2877,3899,14175,7633,7735,4789,8903,12639,8708,7018
2822,11532,10777,1988,13964,11534,9624,9167,12119,10729,13057
2823,15167,10967,6257,15935,12821,5921,15590,14330,15748,12708
2824,14731,7934,988,5562,7446,7380,1194,1927,15672,939
2825,5547,6166,1984,14424,9965,2130,146,8232,13691,5768
2826,12278,6186,9915,4505,13582,2795,12870,4803,8916,9722
2827,9513,2126,5070,15136,9233,13678,1854,10830,7120,2040
2828,2016,2880,5917,7725,1118,6432,722,6783,1059,1323
2829,3167,14199,2086,1727,10713,10013,689,15357,8879,15647
2830,6170,8881,10922,1293,12511,10000,8099,5619,13872,6216
2831,7503,1551,10398,11689,4414,5367,6070,1277,3603,9672
2832,14345,2502,1146,15128,14689,8045,11512,660,683,13559
2833,8466,8641,11588,14315,5504,10784,3418,3582,5767,3881
2834,5944,9228,13910,3186,13311,11433,15026,5889,13893,11720
2835,13180,15580,922,2656,7191,15851,5349,10386,12216,3152
2836,3644,9294,2046,7043,9809,2739,16093,232,3858,172
2837,4201,7114,15211,8531,3970,3986,8606,14392,8118,3116
2838,13246,9769,11503,6141,16049,2076,15427,8356,11931,9434
2839,4633,12209,2490,4185,15796,6538,4420,16123,2715,6971
2840,10563,2385,8383,12734,13385,4892,12305,13812,7973,14904
2841,14920,2336,11373,7880,5229,7161,11498,2955,11075,15708
2842,5177,2407,14788,8202,10198,12718,8499,7276,9118,1933
2843,6799,3663,9939,4099,10606,8795,14335,9822,146,11907
2844,5719,14164,6351,6373,2455,8779,7038,7998,4411,12063
2845,12482,9369,16114,11187,14726,3098,15140,2275,12353,11144
2846,13539,7306,3714,3708,3599,4725,11457,4481,9616,11791
2847,1948,3187,9994,6312,7181,1548,14349,14322,11277,11628
2848,8560,6728,3975,488,1225,6816,9511,14655,15295,8873
2849,2058,4342,12146,10212,9470,1014,10636,9237,3009,2790
2850,2425,13743,13045,14625,12385,6916,4145,11271,10953,10453
2851,10781,13861,8803,2504,11154,8853,15889,12971,1473,6255
2852,5378,4020,4999,5337,83,10199,15203,8739,2788,6870
2853,1705,9195,10288,3405,4468,15786,14698,9197,9776,10033
2854,10145,9674,3767,8651,14272,8401,11835,6676,4448,2985
2855,4301,9111,9262,13193,15796,4498,9070,4731,11110,11681
2856,549,5025,6616,9089,12106,12438,4943,6627,11446,9474
2857,9863,14849,6860,11337,16123,989,3436,11816,7761,12219
2858,6738,11546,15679,9185,5157,2621,9123,10826,13430,4736
2859,5754,1427,175,13573,15365,15036,4811,16047,8624,6869
2860,8657,5640,14272,14381,14898,13231,11321,10728,4074,2117
2861,10851,14262,9724,14750,8901,4917,15350,12275,8855,3012
2862,12141,4080,12566,9677,2533,1233,8145,7595,14653,6148
2863,13440,6513,1502,3581,329,5526,11032,13655,13687,13264
2864,2865,3862,12190,4995,3177,1486,10550,5159,2501,2594
2865,2864,3862,4995,1486,2362,7573,1398,4326,3529,5159
2866,3930,15722,9342,5603,16011,4115,4050,11893,1219,9178
2867,9328,15521,9896,10370,9416,15685,9731,15053,4074,15836
2868,16116,3528,10404,11252,11263,13646,13699,12993,13005,1680
2869,9308,10346,4166,13163,5920,1435,8228,5640,5988,12518
2870,3636,3479,13716,732,10826,11760,10440,3779,3899,1106
2871,5901,13287,10575,2059,10026,9866,15449,2460,2921,9436
2872,951,5846,5983,10167,12088,14329,8058,12579,3745,7519
2873,9137,14166,10138,9167,4048,3696,10472,12532,15859,14709
2874,12706,1685,4448,15073,15000,10615,3899,9308,11800,8692
2875,8002,5731,14392,4978,15922,8126,4931,12687,15692,14537
2876,2433,11001,6451,8953,11894,13867,5798,5164,4926,9765
2877,15071,2821,14938,7088,11913,14131,7574,12767,11699,14694
2878,12119,14423,91,7175,6825,1076,859,14165,14098,6824
2879,15081,14499,14927,15665,9574,5146,2432,11655,8416,6225
2880,7940,6432,5619,9476,8540,5389,15842,722,10238,14749
2881,6435,15336,12610,334,9475,1541,2820,8359,4801,2170
2882,9925,6085,2890,7125,731,2545,10258,4839,10869,1017
2883,9185,13338,15827,7975,5043,10753,1279,11128,3373,732
2884,13999,8457,2672,3405,6660,8464,3951,2043,5451,15280
2885,132,1048,14014,11152,12575,11145,8672,13943,12211,8302
2886,3374,11488,6584,13366,4193,5190,15401,7429,472,573
2887,7933,4017,15395,15923,9521,10684,10450,2913,9890,3756
2888,1011,14991,15082,7814,14427,4315,5320,602,15792,202
2889,5763,6074,4264,153,6277,4331,5627,16097,11335,12134
2890,6824,8557,14481,6685,11522,15303,6756,797,3007,13440
2891,3369,12437,5886,4678,5507,12343,3931,7009,10258,3863
2892,6136,11095,14659,2207,1446,4882,4593,6210,13906,1030
2893,14175,2274,2877,3899,3042,1140,647,2821,5577,3925
2894,363,11217,7151,7796,12548,2253,3871,2434,11037,8659
2895,7913,11109,7009,6323,10452,2472,848,12721,8533,15483
2896,14040,12882,4446,14874,11849,7371,9159,15135,12991,11831
2897,5186,8884,15465,7481,11113,10682,5162,7905,15448,12769
2898,7903,5574,13479,8577,2974,8495,9026,10873,1439,3384
2899,11139,4550,9673,6786,8639,15108,14016,10783,8321,4046
2900,3915,140,11279,4658,3413,15031,3489,12865,15046,6564
2901,9076,10027,5248,9817,11452,7604,9145,11138,13058,14645
2902,8300,7945,3587,1679,4053,10647,2241,15846,2266,663
2903,9883,9899,15830,7209,8714,1471,10663,5126,13471,5805
2904,11563,3867,11111,5799,11576,14911,3889,7526,923,7681
2905,1029,3016,4659,11927,9082,123,14171,671,430,5063
2906,3602,3166,3899,3859,11512,5577,3779,5044,4944,10953
2907,13830,6935,1407,10578,1420,5536,2079,3637,15892,6985
2908,14354,5124,11954,9474,5805,9089,549,11939,13344,2646
2909,6623,8560,6858,6266,967,9696,88,13120,576,6016
2910,6147,2376,9547,1407,3603,981,14546,14366,10903,14105
2911,4470,5561,9109,9183,1522,15796,4210,11719,13626,7615
2912,4129,4149,10273,4272,1899,3748,1961,1965,702,12070
2913,8054,12649,11105,9851,13930,6049,9202,2564,4385,15270
2914,1408,2727,11133,15230,10365,6176,664,11950,7216,10499
2915,6816,11762,9511,9310,9789,3914,8768,5273,6531,5466
2916,1523,12652,8858,5784,1014,13990,1793,5167,7765,345
2917,1280,1626,2983,3063,769,5501,9494,13000,12765,9374
2918,9036,12471,13402,4935,11295,11134,3824,12556,10442,14831
2919,2170,3581,5526,7798,2881,4362,4250,8349,11641,14296
2920,12179,13280,2421,6260,10565,4175,6882,1061,15210,11426
2921,1309,14237,5107,9941,6919,9512,7990,4330,2103,15921
2922,13427,12467,1461,3321,6480,12679,7477,13555,4852,13859
2923,5516,1044,2482,1683,645,8482,12596,7556,63,8699
2924,7240,848,2228,12838,8301,16128,2739,3012,2947,14958
2925,1805,2448,12946,4727,16006,10586,4448,659,8639,13574
2926,13906,13786,13059,6210,10190,13114,10063,15973,11707,3499
2927,6439,13950,12647,5387,7318,2920,5242,1012,12527,15210
2928,756,9213,13546,2818,6744,10126,4658,9586,1888,8266
2929,15383,2821,1525,10859,15000,3899,12706,15594,12406,5364
2930,6309,11620,1926,11643,241,1503,12358,1844,386,128
2931,10784,10755,11270,8067,14322,8092,8169,10998,4991,5998
2932,876,7670,617,6619,2438,11137,9880,1415,140,16100
2933,13662,6772,10475,2921,15058,559,9616,2050,9941,13278
2934,11368,537,16044,12334,2621,211,960,12424,11039,5310
2935,324,14026,2658,4183,11494,9917,1478,5166,3611,3503
2936,3294,728,2315,793,408,9928,1290,13014,12039,3356
2937,2281,8118,7910,460,8909,7120,8295,12979,16119,8052
2938,5468,1854,14457,12599,10642,3738,11111,4263,2194,14662
2939,1638,916,1799,4604,6990,5315,2501,406,4255,6391
2940,1108,3375,4506,7465,6234,7569,14607,2239,5253,982
2941,3888,10135,6570,13231,14853,9985,8835,9786,2010,5329
2942,1040,11318,12741,9593,14624,9479,5022,4340,2130,846
2943,5540,10837,3265,10964,1241,5317,1075,4545,13682,12566
2944,11661,2161,4844,11986,7494,12786,10025,10582,3847,8695
2945,8973,5558,2452,9506,10940,8560,3993,14855,1438,13216
2946,6323,13679,15328,6533,1059,15660,12099,3944,11113,4007
2947,848,2314,15510,16086,15139,5268,12321,7115,8880,13374
2948,15990,8898,15004,14749,891,537,2137,11306,4007,12161
2949,6457,11469,4876,14033,6556,4191,12070,8003,1342,8545
2950,10564,8431,382,8823,7245,2621,12853,13789,5082,12988
2951,4587,14427,11739,3868,3694,8777,9980,2884,12779,1705
2952,12694,4887,992,3217,454,2235,1750,3527,4420,4338
2953,11822,1299,1783,8317,10113,4216,2364,4225,7390,2032
2954,8091,4698,8064,8584,14879,13175,13117,10996,7681,9638
2955,4236,5229,447,2390,1485,1387,14248,13660,11543,8026
2956,95,3631,2045,8430,576,13648,10528,14832,7424,7246
2957,1994,15517,4892,5361,1458,1567,3618,11661,1044,14236
2958,5480,2502,6367,7820,6179,15871,13559,10393,5966,3396
2959,5910,7584,1303,8479,3659,12241,14590,3914,15907,15749
2960,9607,958,14511,4911,1957,4249,13093,6188,221,9868
2961,9541,2955,4236,14481,13997,15483,13440,15303,447,4237
2962,5133,14470,10125,3285,3116,4749,11429,11829,6067,3712
2963,184,81,3315,14406,1018,10305,13454,13415,733,9957
2964,6374,13044,12040,15597,4646,1328,3763,560,13230,14515
2965,7459,6852,9017,5754,311,3952,8108,3869,4634,12870
2966,6681,3763,7809,2309,3514,2516,8769,13704,1606,6092
2967,14638,8947,10765,5404,3995,13117,2719,3949,12118,2174
2968,15046,3438,4341,11586,6441,9959,12606,6980,2574,15732
2969,4914,7233,8547,8678,15544,15056,15688,1225,10462,5075
2970,5940,7557,5472,15245,4459,1508,145,11887,7422,13417
2971,3398,1050,14335,6390,9822,11907,146,5986,16099,6449
2972,693,2229,14329,12088,5177,2407,2842,7277,10636,9470
2973,11979,2799,12764,2545,800,14783,8797,6221,9040,12012
2974,9026,8054,13479,2913,2898,458,7306,4350,379,8495
2975,5860,8736,8923,2266,6192,3316,13763,6870,921,3387
2976,8628,8600,4311,438,659,2123,8024,3281,6599,13077
2977,454,15192,4111,11219,14656,13192,10870,1655,14585,15104
2978,45,10624,7413,12309,1540,1604,12039,417,14817,926
2979,12547,1730,1398,7659,2629,15203,7955,9551,8940,15981
2980,107,9616,3832,15705,13480,15307,12816,2045,13416,12684
2981,3927,13772,3604,6045,5660,13604,9334,6277,14933,13705
2982,10837,3202,13682,14091,9411,10975,14356,13626,12566,2943
2983,13000,1518,9494,1571,1397,15385,1626,6130,5501,5955
2984,1372,11250,3706,7652,4736,1972,12040,853,12580,4586
2985,6193,14272,2854,4448,3767,16017,5624,2351,15733,4251
2986,9721,10883,7516,13896,4007,11498,5791,12162,1091,10334
2987,11163,15420,6661,618,14105,6143,3547,13688,10591,15422
2988,12499,5525,12950,2602,5412,12139,1464,7375,2256,13430
2989,2021,4341,2968,12606,4658,11663,12865,1520,2264,10166
2990,989,352,8240,2088,10483,5968,893,35,9246,10198
2991,6828,1388,10768,3651,5592,13555,10015,109,1210,4446
2992,9884,4802,7838,7402,8480,1022,1200,11149,547,8415
2993,6107,9431,8608,4047,190,14483,1853,3709,10211,13065
2994,7890,3373,3965,12840,6077,16061,8678,6266,948,14272
2995,6752,11668,11373,2841,12039,730,5832,7880,7992,13034
2996,2320,9963,14150,663,3472,1945,791,4253,561,6828
2997,918,15322,13497,7,2188,1595,5415,2811,153,5436
2998,12857,8141,3180,10552,8779,3777,3409,6057,14152,9178
2999,6527,2017,10198,2672,5295,14844,10483,4764,4564,12367
3000,14646,2655,7618,1765,12631,7848,14064,5487,14105,7955
3001,959,13780,3446,485,962,564,4449,370,542,812
3002,13266,3265,7566,5317,10964,5540,4508,928,3203,7231
3003,279,919,11024,4732,11061,13442,10999,3132,16070,7652
3004,5875,10216,5857,14630,8273,6248,3909,15419,6513,14487
3005,9066,12891,5808,8673,7900,5438,10240,1160,6161,8706
3006,13191,1323,7653,1766,1054,4242,2613,3999,4171,12738
3007,4747,8965,12434,480,11609,12012,14744,14174,10310,12287
3008,668,13271,11112,7029,13915,10407,6479,3177,12839,10746
3009,8858,2010,11925,5603,8881,6589,5329,10378,3930,243
3010,5367,7179,14105,8942,2831,3547,7503,8409,664,2644
3011,11756,12589,5180,5040,5631,3866,12686,9003,6019,13081
3012,9948,7370,14442,11792,9596,7005,2819,8487,2744,956
3013,6026,1548,470,719,7049,11309,5746,11277,2030,11523
3014,1160,6636,738,9449,1762,434,8784,4551,971,8262
3015,15791,14250,8688,5729,10410,12258,10028,122,1756,1482
3016,1029,5063,11927,4659,1778,5664,9637,14800,2690,6390
3017,1092,6659,11277,969,84,2743,5410,803,4314,8244
3018,14775,14963,15122,1262,9295,1900,9603,1725,8368,7657
3019,3272,7219,12463,4783,14675,8743,3045,2839,7923,4711
3020,10335,3218,12516,2188,12967,3577,11622,7,2777,10955
3021,10835,16109,4595,13279,13491,11425,12342,10988,438,15260
3022,6818,5203,610,426,1130,7800,15386,8887,3991,13798
3023,4706,11859,7872,8800,10589,6899,8111,3031,3407,2067
3024,11041,977,6042,13108,3882,12216,2647,6316,6237,4537
3025,8359,9123,9928,8026,3863,1541,2170,2881,13668,4014
3026,13242,5651,3057,757,13480,9429,12493,9779,6573,4172
3027,12112,4263,6826,8760,9277,6258,15408,948,3431,4987
3028,14850,393,9520,8639,5721,8686,10973,4566,15983,9073
3029,2264,3033,4861,2252,3389,12202,3091,9539,10333,2598
3030,4090,3746,14665,7706,9372,7894,9404,9198,1453,12345
3031,7376,3215,7576,6438,11757,8800,4242,5116,9640,6376
3032,6118,865,12514,4854,4626,3341,9488,10725,13071,7236
3033,4861,3029,9274,2598,2252,10383,10333,2264,3389,8441
3034,9681,3977,15279,1694,7888,12805,15555,2387,4761,8848
3035,6776,108,596,5518,11823,9892,11090,10901,8462,4282
3036,8927,15341,8723,10421,3325,13611,769,6262,10793,6345
3037,3068,8546,5291,14023,9518,7999,5900,2259,3376,3060
3038,1660,8399,4509,12802,5951,11417,9788,10604,10518,15863
3039,4281,380,11713,8502,1611,13921,9755,9818,12782,2369
3040,9287,10176,1971,7477,3785,6521,8079,1142,418,2584
3041,12715,3081,7485,15803,12017,4020,1730,3547,4846,3449
3042,13615,1534,14175,3479,1106,15539,15924,2906,2893,1796
3043,774,14438,7639,2155,14063,8941,8014,2550,14810,9452
3044,6066,1811,13152,12571,1730,9918,13309,12404,5058,7659
3045,7219,1472,8149,15858,520,5490,3019,8743,10047,5157
3046,3467,15929,8951,12915,14609,5484,437,11653,15733,13414
3047,13371,7466,4730,4608,6368,10341,9243,2033,6475,4179
3048,15642,5224,9521,2253,9550,5075,3816,1554,4816,9145
3049,14109,9289,10043,11708,4828,10512,9153,5643,10447,5371
3050,11437,11668,2251,13419,290,12578,3922,8772,10216,7203
3051,12865,7605,10200,15335,13543,2157,1403,12407,14700,5269
3052,5794,6704,5412,11494,6864,1058,14026,10793,8517,1629
3053,10847,6425,7923,12817,11180,208,4703,9776,11011,2695
