0,1,2,3,4,5,6,7,8,9,10
10048,11537,7083,1035,2801,8157,6040,861,6148,4347,3463
10049,1711,1215,11902,12333,9313,8103,10450,7625,6965,11570
10050,8582,7299,5896,6722,14835,9320,9236,14994,4842,9534
10051,1421,2048,1225,11316,6688,8160,11786,3476,342,13650
10052,691,13165,14606,9957,7974,1595,217,5415,5436,1009
10053,11604,9315,4001,7691,9079,13931,2246,2576,10262,9772
10054,8746,520,10055,191,7731,2764,12665,5302,9581,9978
10055,8373,7622,16114,10054,12396,12665,14322,2060,6160,15799
10056,8879,8273,14630,12061,12999,13460,3004,1121,7118,3687
10057,1035,7282,11700,12731,260,14762,3414,4212,4491,5108
10058,12815,8110,1540,15282,490,10214,14156,7220,45,7413
10059,8537,7677,3892,9448,12924,1996,654,4635,9102,695
10060,6701,3624,16120,1307,6202,2780,9381,5871,13438,9937
10061,8607,6669,14499,6225,13551,617,6619,15083,11703,3915
10062,4570,13451,6186,628,40,7465,8916,12542,5104,9402
10063,2168,2926,10089,13906,11127,4465,8060,1694,7009,2955
10064,3086,3397,6446,4071,5317,3265,2102,8443,2943,4545
10065,7746,7991,6080,6504,5519,15024,8959,153,2361,4331
10066,11517,1907,810,13484,4818,4623,13514,395,13889,3270
10067,12727,606,7315,10570,15017,2384,14322,13723,3607,9079
10068,9546,3188,990,976,8608,3786,2216,5425,15619,149
10069,10696,12779,8088,6800,8507,5941,11052,16103,6770,11257
10070,2460,9866,13287,8558,16126,1414,9570,8613,13825,15798
10071,6633,8577,15886,3720,7554,6676,8015,11878,5404,12794
10072,14026,11494,3052,5370,3063,635,3099,6130,10328,1478
10073,7079,1525,348,15594,6594,2821,3899,252,3596,14740
10074,11819,5374,9191,7565,12392,11834,2721,6604,10603,3115
10075,7976,9349,9184,3475,12263,15952,15333,6650,5950,12237
10076,7185,15198,260,14762,13206,1696,5805,11018,956,9829
10077,11980,12626,11302,4571,15621,8393,6905,9108,11401,5805
10078,4357,998,6413,12931,2144,848,3266,6662,7009,8301
10079,12139,10328,10148,264,10390,5525,1464,5597,2449,4573
10080,82,15545,5301,8103,10993,12032,6538,11953,10691,8743
10081,2237,14157,2585,11143,4171,11881,15684,15184,5028,4014
10082,2671,15246,10814,898,8257,1449,8955,13664,7775,4268
10083,13030,12946,4448,3771,15389,11321,3467,14898,15712,14270
10084,12392,3133,3217,3115,3837,588,7432,9191,6372,7545
10085,11569,15235,12653,14152,3180,13352,3688,13753,9995,5668
10086,13995,11998,13119,14872,10794,4816,10613,4699,12049,13473
10087,2153,6772,5780,9941,10400,14989,12614,8722,11451,2606
10088,7043,1193,2022,11143,10995,14242,13149,1084,10788,3483
10089,11169,389,6692,2387,3763,12854,2668,947,1694,15318
10090,15978,3514,3763,4646,15004,9928,4867,11437,11384,9243
10091,4759,4718,1430,11217,6399,2446,8321,4235,8309,10611
10092,13602,5864,8316,4119,14243,12291,11824,1163,2643,14706
10093,11902,1215,12333,12313,9124,12379,11560,15073,7939,13234
10094,4971,1705,14844,12779,10198,908,15280,24,12000,6554
10095,2889,4173,12256,13138,14158,15609,6937,10391,7716,7301
10096,5791,134,845,3869,11288,7461,15,3674,4058,1648
10097,5908,1988,3813,14910,12126,13023,6139,5475,399,8956
10098,10083,15059,5368,12669,4445,5624,7691,8102,5381,7708
10099,12493,4172,4222,9716,12022,13501,1238,8433,15866,7873
10100,4733,4448,14381,2105,2117,3393,11767,7276,15433,5544
10101,8867,11812,9281,3840,366,6352,7102,10231,13178,1710
10102,1453,6415,1283,12060,5050,3567,12687,6241,949,6378
10103,8225,13441,2117,2614,16109,5640,7891,12518,15875,5624
10104,15037,7758,9420,2393,2055,11302,10826,13625,11401,7809
10105,8438,8639,1473,3182,7932,5302,7673,7177,13242,8967
10106,11780,7387,13242,3057,13941,10033,2664,9275,16090,13352
10107,8564,6390,9680,4426,6217,3530,14991,11230,2022,1682
10108,12390,1001,15360,9623,5541,3091,8377,14511,7842,8106
10109,10019,4057,5856,12793,8638,3746,9077,9750,15202,1854
10110,3500,11121,476,4474,11168,12817,9798,10453,4365,7365
10111,10679,5299,667,8077,15280,14844,12000,4971,6527,13197
10112,7988,4970,2711,15169,14992,3305,6867,14081,6666,794
10113,11822,1783,1299,8317,2953,13599,2032,15711,6188,2797
10114,12357,8690,11351,13841,7771,13505,15239,6480,1460,5362
10115,2311,12319,7940,5618,11995,2779,13590,14749,9906,4174
10116,5986,8212,8446,5502,7366,10711,1050,14473,585,1130
10117,4513,474,9156,10145,708,13148,2334,11598,3844,4888
10118,13046,15101,7235,10438,3321,1837,7114,11875,5989,2423
10119,1604,10624,12309,10990,5832,14321,1540,12039,6833,728
10120,5344,10624,10119,10513,12039,16055,1321,4602,250,7968
10121,5051,12612,12265,6350,8278,9810,4918,14972,15190,4614
10122,4823,1903,12903,11105,10717,16111,3120,15162,1916,8954
10123,11239,4971,15828,667,8995,6758,679,12718,15280,5177
10124,12853,14413,8823,1120,2950,10564,9988,4981,11744,9110
10125,10041,14679,13848,1746,10869,10,2145,6880,12838,16039
10126,756,2928,9586,15727,8083,16100,9213,7464,6564,15910
10127,4415,4440,14428,1148,6946,3868,303,11953,783,13436
10128,2265,8591,7611,6576,5326,13623,432,11310,11497,6333
10129,8447,6276,9690,5268,9873,6154,10227,11731,14168,7913
10130,16082,13062,4178,14412,4352,15358,15254,14898,15177,12228
10131,9832,15,13689,1719,11708,7308,10334,11304,6495,6070
10132,41,3674,3456,3869,16047,1195,10664,1534,1748,3375
10133,12112,5624,4448,12260,11652,3965,10519,10210,4765,12019
10134,10732,5353,10718,11897,14137,14640,13074,10556,13241,13141
10135,10630,10532,10953,12476,9185,1279,11767,13231,3888,6858
10136,9809,3858,13503,4846,618,5643,3133,9796,15420,14413
10137,8906,1778,689,10309,975,2857,35,7256,6605,14319
10138,3439,14844,10726,9137,2090,24,6940,14427,8460,11999
10139,14551,9300,14203,11989,9606,7656,593,1862,7935,1658
10140,4876,15277,12846,744,14531,2047,3426,3873,10895,4516
10141,11867,6315,4338,6721,10767,10999,9290,4355,13755,8182
10142,8976,11118,5029,14324,4254,6447,13685,9379,14804,11740
10143,4157,13276,4753,2302,9971,10173,12324,8166,8258,14813
10144,6709,12518,1417,12573,14139,12806,8532,1916,11105,3478
10145,3146,2854,5018,11187,11741,11341,9924,2275,8651,16017
10146,1793,5601,6428,9939,6216,11864,5221,11471,4531,7137
10147,8840,15030,5855,3236,13314,8681,4956,15433,3222,9105
10148,5525,5597,1464,264,5770,12499,6310,10079,7211,14533
10149,8875,6721,7114,14008,9233,12302,5179,8398,219,3116
10150,8411,1154,6529,11379,86,2393,2621,3692,7749,4577
10151,1715,7947,10977,1095,4431,7035,1679,9396,434,2624
10152,7324,9449,9595,8706,10485,15,1839,1544,15873,738
10153,11854,3222,6083,5630,1100,10949,11453,8953,8681,5855
10154,2141,7790,257,1818,12249,15104,1951,7610,15117,7968
10155,12186,15949,4474,14540,11011,11061,11024,1316,11238,4703
10156,11262,6521,5250,15903,5673,2904,4657,7435,15923,14911
10157,7648,5577,15004,5096,2506,2145,7141,11412,13430,4838
10158,11392,7307,12946,659,4698,3127,4526,4702,2925,1805
10159,8348,5897,15709,836,2389,11744,1130,901,4591,2002
10160,2672,14309,60,10198,9246,2017,14044,8631,575,14844
10161,10386,5349,5508,7042,4218,466,1569,3882,5024,15580
10162,12127,8873,4141,9594,345,3975,12166,11407,7750,1610
10163,8710,12096,11895,560,10366,13983,15388,634,6392,10218
10164,987,14924,6520,11725,8324,11626,15966,5620,11232,2445
10165,1114,10971,9488,13141,14621,9622,13592,761,16073,9489
10166,2021,7605,14719,15335,15589,12407,1403,3283,13758,1520
10167,7616,290,2794,5983,951,15994,10332,10374,5537,3165
10168,6054,4766,1611,5431,6837,5114,14667,12114,4467,380
10169,14671,6709,8532,15478,14900,11394,10144,13390,12238,1423
10170,14123,2001,15168,11901,12002,6546,5306,4909,3154,3163
10171,12028,2107,11815,9538,14370,4512,7326,12814,7245,4981
10172,6708,10663,7209,2903,6427,3687,4920,13222,3874,9899
10173,2977,8411,7218,5789,15398,1154,14641,3104,3888,454
10174,11997,15699,4979,4306,8530,6073,13200,1409,13520,4518
10175,12255,2574,15732,12708,14511,4070,5210,9734,12606,16041
10176,2584,2675,8200,3109,9093,8079,9474,10565,13016,5145
10177,14017,12335,9565,2258,70,5497,7227,14503,1955,8648
10178,14792,4048,2043,3696,8967,15604,11999,12181,14474,893
10179,9631,6416,3821,15419,6377,10560,8778,1476,4720,7646
10180,13530,1333,13731,16019,13647,12830,14938,15132,8914,10889
10181,3121,15740,5070,1833,14909,4950,839,2454,6883,7322
10182,2754,5303,13037,14249,9831,11034,5759,3784,8526,11404
10183,4858,12096,12877,4807,3422,6946,10127,4188,5362,83
10184,11537,6375,1166,8379,9021,15198,10076,246,5547,2737
10185,10289,14270,4448,11221,12830,6058,7956,15712,15503,10728
10186,8688,3015,4765,11363,1756,6375,15542,9759,16016,6161
10187,960,5776,11429,13065,3245,12835,4887,11956,14260,11499
10188,13211,3773,11930,15159,14012,10905,11646,6237,8679,11584
10189,1936,13025,13219,11862,3079,3499,403,12899,2473,3799
10190,13114,196,12753,8311,15973,7077,8318,944,13906,11647
10191,5800,7523,6990,1862,1487,5896,15578,7569,11005,2178
10192,16003,11387,8416,9959,15155,13112,12494,2432,13167,2879
10193,7225,15061,2449,3201,1600,5696,7739,10480,7929,6991
10194,14907,5472,1943,498,379,11804,6763,12019,4086,8518
10195,16036,4647,2279,557,8157,5377,10578,13460,7215,4811
10196,15956,11460,3185,15253,12953,9341,9192,5703,15223,8319
10197,9301,13719,15986,11769,15813,1772,6919,16095,8251,12175
10198,1933,15214,2017,972,6527,13749,575,893,3367,2672
10199,12715,4846,7485,4020,11633,15803,13503,3081,2852,11938
10200,3051,10933,1747,12865,14700,11587,15908,11703,14558,6591
10201,1606,4918,11384,11736,6971,14107,2309,5051,5134,6350
10202,382,5723,6681,2950,10564,6990,2419,8431,12835,12533
10203,11523,1335,2328,461,7693,8583,905,5562,15209,8797
10204,8215,3144,5365,506,1808,212,285,14950,10449,5106
10205,9684,14514,3294,3356,9411,11222,2400,10306,2936,7351
10206,12004,511,11652,9687,15478,6235,6573,3693,8397,12236
10207,927,11403,3467,11684,8951,10462,8509,491,6686,8688
10208,876,10175,1599,2932,14511,1415,337,7670,9860,14451
10209,4642,8356,12720,13324,11175,3275,4075,3996,9750,2753
10210,13861,15192,10999,12257,11582,6611,11635,5310,3359,15604
10211,15429,16125,8608,15920,2507,12,4508,13065,7218,7724
10212,5784,12217,9237,1014,15234,4001,5389,1438,4250,3863
10213,7316,5107,5043,9180,12554,437,4201,12576,14523,6688
10214,12815,8077,10058,4619,11954,15282,1904,2640,5199,7235
10215,14720,14227,13764,9243,15279,8292,14157,3504,5843,13449
10216,7058,8527,12886,7575,3004,13534,8113,6513,9627,8273
10217,13047,3330,10983,5658,7529,6602,5049,22,4876,8191
10218,7452,7507,7363,4802,10903,933,14362,560,15739,8330
10219,6348,10713,1727,4824,3803,8986,11357,10964,11681,3800
10220,168,7228,9227,9226,10301,10,7836,6880,11323,1061
10221,1634,12127,4811,1597,7762,7935,15842,4049,5875,9767
10222,15187,6523,11127,12964,15292,13114,7948,16070,1596,9352
10223,15910,16107,7722,3915,6967,14828,3413,1888,7464,12581
10224,4817,12195,289,7577,10406,14669,3749,10130,8827,8072
10225,4901,9435,12304,11297,8434,11904,4663,15907,3606,15362
10226,3858,10227,2363,11429,11038,10809,11693,10136,13984,5473
10227,11429,2697,10639,15343,8447,7599,11238,5310,7411,9809
10228,14091,6449,10711,5449,7685,12061,6148,2329,60,2759
10229,2367,14630,8751,634,2782,9547,9330,12360,10366,13983
10230,4684,2792,247,5308,6794,10032,6781,12666,2029,9901
10231,9281,7088,14736,4732,4228,11024,15630,5723,14131,12028
10232,4092,11475,3849,13281,13686,1834,4699,15771,9855,9750
10233,13773,12501,6132,5764,1586,15448,421,7282,7168,6010
10234,5789,14585,6281,9420,7007,6785,14445,764,3436,9947
10235,3517,1081,10638,3552,7405,5106,285,5834,15851,466
10236,5157,4419,12400,2517,33,4742,3886,3980,3636,5292
10237,9239,12340,13761,5726,9244,14434,15143,13093,180,8732
10238,9476,5389,8898,5619,8540,3863,8808,2880,14730,2521
10239,1943,12016,12297,14864,4974,5368,14894,238,209,5351
10240,13531,1097,7350,73,15863,11125,8673,9775,8706,9079
10241,2129,13892,12149,83,13983,8910,15519,4188,10268,13928
10242,4736,6730,14820,3597,779,5818,13226,11026,283,7539
10243,4175,9409,7801,15492,4603,10417,13765,11829,3802,15565
10244,215,7974,2188,13497,7,2997,15322,918,153,777
10245,1924,3720,3188,11674,14758,11499,9945,5100,12930,8608
10246,249,7284,3338,11572,4862,8957,1255,10328,9374,11758
10247,15789,15554,6090,4481,11415,5147,6284,12306,3420,10620
10248,4539,9748,978,10567,12213,3759,13200,15569,695,10059
10249,7820,10139,14551,593,4451,15690,10644,7937,11989,9642
10250,9172,11727,12394,6496,665,14200,4762,6018,7691,6589
10251,15565,8872,1161,15111,12477,15263,14058,3830,6296,15664
10252,2913,5753,5099,15617,4816,843,6050,9521,10794,3816
10253,11591,9442,6047,11743,4796,9636,15143,8416,1747,15412
10254,7707,15160,262,357,9315,13960,243,9178,10407,11312
10255,7054,4007,10809,2723,16036,6930,10900,3879,8797,6541
10256,7990,9820,5850,15449,1142,4363,8402,3648,6056,7477
10257,13203,11742,13236,4636,8251,1202,5303,2513,5512,9311
10258,4839,13339,2242,7189,4171,97,1080,15577,3633,15759
10259,8416,15412,12110,15694,7372,14587,12559,9931,3392,12490
10260,14315,4007,13655,2170,16047,6655,616,15279,16081,4811
10261,11968,2568,8954,6335,15582,2234,5909,2049,11636,2532
10262,2460,15595,9457,16126,13287,14581,4530,15448,16042,9866
10263,6549,2755,11164,5575,3460,14492,2537,5086,13431,7214
10264,9767,2779,10177,13379,5308,5497,11577,8705,2730,8308
10265,15687,5517,4995,15014,5179,15327,1837,8635,15305,7676
10266,9131,1725,4978,14394,11122,2093,4330,5692,11392,13036
10267,11403,8913,1557,11691,4357,7009,14760,7965,7473,5572
10268,2129,13892,15108,10241,12149,4978,9181,13574,15519,7904
10269,11907,14006,5493,12919,4604,5679,14860,4359,7575,7581
10270,5252,5206,1057,6707,5016,13651,12923,13344,11101,10968
10271,5507,2156,5065,1349,11548,6355,12541,11107,1769,9690
10272,4379,9873,13169,15078,15336,12186,14168,4908,11250,6877
10273,4129,7826,907,4149,889,3724,5230,4331,11016,8374
10274,7961,8245,5563,3660,4016,11160,3156,8164,10510,7364
10275,813,11902,9313,12333,5454,1215,3799,1756,11552,5721
10276,9911,11630,8987,12926,8514,16070,12648,447,4883,8022
10277,4471,3108,10075,13558,15333,6650,11775,13452,12129,15952
10278,5735,12904,5823,10394,13241,13074,1006,1852,13761,5202
10279,12938,881,13867,10902,670,14889,4926,14873,2014,6933
10280,2508,12859,12945,6479,14689,1144,6138,11571,6761,9022
10281,15952,9184,12237,10075,7976,3475,15333,12263,6650,8363
10282,3727,11775,6691,13452,12140,3108,8266,11663,9784,15121
10283,13975,8154,6200,174,270,2727,1408,11611,4407,10351
10284,4017,4056,5215,15923,4650,14766,13219,4989,14708,12195
10285,1701,3974,16042,11204,9685,15595,15798,3127,6892,6283
10286,12478,14064,4174,2779,4079,3952,5497,5521,5754,7227
10287,3147,12931,15931,5153,5434,1484,14920,12961,4638,7115
10288,12971,6425,7998,11493,4468,208,8470,4703,2043,10642
10289,6296,12046,10185,15712,1333,11978,14297,9580,10728,4448
10290,5947,993,12077,3821,1514,3716,12316,12578,15419,13179
10291,627,3244,3486,11021,5606,893,9246,575,7441,13749
10292,4005,12977,234,6148,9110,7704,7194,6655,5908,6981
10293,15283,3019,4383,7923,5209,11567,13189,15278,6731,237
10294,469,3235,933,5891,13645,2131,9506,7671,13739,266
10295,6632,4909,3154,3083,15168,1071,2001,14037,11901,3163
10296,11507,13566,11349,4148,11206,7717,4232,10979,1387,9197
10297,9877,12690,131,5362,12408,10183,6613,15697,6787,4858
10298,7129,9538,5992,3779,15225,5443,12028,252,739,13716
10299,8223,3311,5997,1908,2748,13005,8695,11784,7967,7874
10300,5787,15639,15503,14523,8951,14263,1992,11887,14609,11998
10301,8662,1686,4130,15763,4338,2524,10220,13652,12,4887
10302,11872,6854,2701,11735,6269,9786,15192,6976,13050,9850
10303,9004,3388,13634,7827,5611,15133,2006,5396,2595,8891
10304,14233,8747,9771,12819,3625,6301,1715,11350,5703,14072
10305,184,14406,3315,1018,2963,81,9957,13867,4257,14859
10306,1601,2590,14244,2400,8709,7209,4267,5750,10990,13471
10307,14332,15949,12027,3208,5191,6630,15827,15004,14724,1316
10308,6833,5521,5791,3869,7087,14064,10096,7744,6834,14420
10309,8906,12956,13732,13811,15638,5968,8240,11488,8282,8713
10310,3007,11609,12287,14595,14744,4747,3235,7833,6916,6016
10311,3349,7382,7080,3200,1979,9210,5666,12303,6723,11243
10312,4872,7019,13895,13233,1602,6802,2293,6503,7577,12124
10313,8151,8058,10167,2790,951,5983,13893,14329,12088,10636
10314,10240,1548,1754,9770,3510,12258,10008,3739,7288,8569
10315,7412,10747,1132,6960,9529,8976,1331,7660,2355,13371
10316,15162,16017,15201,14638,446,13627,14980,4731,2925,8401
10317,14318,7427,15237,14350,13618,3029,13402,9031,12556,12489
10318,7699,5702,9232,4099,15130,503,11349,5445,3796,12661
10319,10462,14940,5010,14836,12552,9264,13262,10018,8577,10484
10320,11655,16041,14499,15768,15412,12645,5405,11703,12490,14927
10321,5700,12586,350,13150,7971,6228,7653,13737,13011,15517
10322,4429,1582,4835,6604,1220,11574,5586,10603,7504,1729
10323,15713,3774,11227,14498,308,7166,5200,3434,3848,1028
10324,8506,486,169,686,2210,3469,15923,3816,12477,14397
10325,3082,3432,3329,6925,1675,6408,6668,13727,15623,6846
10326,15789,14374,4017,6635,4458,10247,15923,15751,7591,9520
10327,10754,11860,1863,4731,9262,4301,15308,11194,11681,1428
10328,5370,7936,9592,10719,4573,10079,11000,583,264,249
10329,11008,5175,14644,15431,8267,2146,5178,15374,6545,4002
10330,2879,13167,12787,1500,6669,13123,15770,12273,15081,14499
10331,15825,7649,7747,1176,3379,1401,2025,15476,3343,3919
10332,2794,10374,13034,13485,8261,10167,730,15800,271,13831
10333,3389,7108,1795,2252,9274,2264,4861,2968,9586,12202
10334,13099,5791,2537,11852,5371,14703,4535,13506,12785,3869
10335,3218,15372,8265,10897,3549,2290,14870,1253,11086,1162
10336,14810,14412,12195,15777,4494,6670,8072,10817,12180,9365
10337,12732,4989,12887,12639,8560,12302,11219,4856,1597,14691
10338,12112,3940,5175,8984,13157,14456,1225,2538,9654,10847
10339,4992,10155,10746,9342,12434,8965,10508,11026,14429,5041
10340,7307,1414,7578,5160,6252,16069,16042,15595,14257,7910
10341,2033,7662,13371,9243,12832,654,1254,8752,5323,15402
10342,10057,7504,13528,2721,12731,10074,7565,3115,9191,12392
10343,2735,8461,8399,1472,16020,15858,3643,7395,4609,14398
10344,13735,15243,11412,12805,15522,4831,14649,14342,7150,4749
10345,8954,2234,9211,1892,7568,15651,3247,14491,1802,3694
10346,12943,4687,6315,4338,12326,381,3393,13231,13305,6577
10347,5666,3200,5880,8507,8902,11052,8094,7008,13313,9044
10348,9660,13966,11883,11236,15736,3408,15240,4752,13517,660
10349,10430,2235,1435,12768,5797,288,12867,14421,2106,2507
10350,14446,12077,5182,9631,5071,6466,7573,11165,8139,8778
10351,11611,3772,3583,12654,11112,8560,13466,14073,2608,9385
10352,15598,550,10705,5203,610,9816,8146,15446,6946,7800
10353,9726,2135,8679,15839,2665,5713,15850,3882,8366,8179
10354,11307,15583,8034,15095,13055,419,8992,527,9582,5981
10355,8711,992,2046,5788,7463,11916,3642,3581,8458,30
10356,11748,2700,1793,5221,6186,5965,7457,7812,1293,1906
10357,12820,14124,7915,14731,7663,14515,1348,1927,12410,6133
10358,1368,11933,4981,8431,11744,15334,10645,10564,7619,6990
10359,2521,1997,1847,5389,10238,14730,8552,15762,8174,12956
10360,10438,10807,6859,14298,317,3028,2241,1679,14185,393
10361,8557,4212,14841,13042,9330,5226,6880,7006,8617,1889
10362,3319,1493,220,12639,1096,791,5138,15073,11961,4431
10363,7336,6766,8028,6939,14662,4772,5755,2440,9091,1224
10364,6826,15685,15052,13327,240,12518,9896,15614,4965,913
10365,1651,15650,3461,3551,10499,537,8096,10591,15744,3636
10366,10903,4802,7363,505,560,8960,8710,2462,4508,14630
10367,14382,3433,3009,10489,244,9772,5175,15017,10632,15044
10368,15642,15639,15544,11316,15542,8872,10865,12262,15791,3467
10369,2583,2203,14538,14622,8163,14814,11681,9262,13095,7276
10370,12576,14523,12060,7339,3293,5753,785,11029,10213,15939
10371,9639,8136,3464,893,14844,8182,8202,6165,4468,7242
10372,7258,8285,8857,7257,7714,11365,15692,4168,6583,10412
10373,3553,2170,13348,13990,1742,842,4542,6146,2195,11626
10374,2794,10332,13485,13034,10167,7117,6892,15708,8261,15800
10375,8404,1793,5867,1847,14385,13566,219,1725,10145,4695
10376,12118,12981,11337,14319,5451,12371,8287,15062,1814,932
10377,9520,13280,12179,6882,8327,1717,13854,4818,8053,5771
10378,357,5096,10953,7765,13085,5159,2506,15330,1279,2242
10379,1804,6848,10448,10011,7082,13430,6551,2274,3428,9034
10380,14501,4089,1694,16081,15279,616,11168,2881,2170,8157
10381,8092,8466,2022,1322,13144,1160,14165,859,15534,14322
10382,11723,6358,1277,15627,2366,9255,9449,1095,6288,8784
10383,3033,11769,8441,6607,3029,140,3091,11137,6505,2598
10384,5379,1597,8263,60,6,13817,9265,11993,14203,9543
10385,3548,582,10924,14830,15040,12112,6844,13492,6258,16109
10386,5508,5349,10161,13180,5024,15580,3882,4218,7042,1569
10387,7052,6971,6379,4508,13044,14428,3002,2964,60,1875
10388,2469,2478,11739,2022,2278,4544,13144,12887,12709,4864
10389,569,79,1051,4613,15087,6178,11031,6121,1274,7692
10390,9360,8004,5974,10079,13770,7732,6755,10148,5707,13839
10391,2432,7716,7788,15768,12645,14996,1986,14119,14558,7474
10392,6096,3509,1332,6989,5847,3654,11238,40,2750,774
10393,3396,4167,6598,1323,13009,4250,9393,5603,13146,3863
10394,11830,15179,12904,8197,15926,15821,8964,15549,13356,15031
10395,9012,228,3673,3798,13884,12879,9498,8792,4086,14782
10396,16109,3318,481,5454,15920,7793,12116,13524,11496,12112
10397,10974,13603,6386,9768,9885,1403,6308,2180,15083,3489
10398,7503,1551,11689,2831,4414,5367,3603,9672,1277,6070
10399,14099,1365,9022,5157,11956,85,7781,6738,10249,2350
10400,2153,1008,13848,4682,13421,219,2515,15522,6772,14143
10401,13650,10865,2731,11188,9409,1756,14049,12232,13788,10620
10402,3238,3281,5224,11924,4311,1693,8628,8600,4725,6202
10403,5187,5783,6546,3884,12177,11914,12723,3492,15337,11634
10404,3528,13646,2868,11252,16116,13699,7653,11263,1680,13355
10405,3311,7874,8223,5997,674,13398,3361,11784,2748,10299
10406,4768,16082,14622,8827,7807,14253,6580,13062,10224,3532
10407,935,5159,12385,5952,8772,10135,11250,3146,10254,668
10408,7174,605,3717,12864,10983,7826,14066,11335,7529,2361
10409,14093,2977,2913,4111,7896,15220,622,6049,2440,9511
10410,5729,11502,7849,14250,15712,1756,1521,7801,6296,11918
10411,4424,8203,5853,4098,1059,14046,2613,2519,16093,15522
10412,6613,6583,7208,2078,7076,10183,830,13324,15692,14355
10413,4713,11460,7544,6334,7812,1378,11983,2700,1610,9341
10414,13264,13989,2667,15951,3465,2079,144,15628,12832,16045
10415,5921,6593,13758,2968,12224,3283,9959,2157,8899,5854
10416,3140,3096,9386,12443,9603,3693,7049,4046,10717,8779
10417,9409,7105,15296,13850,15492,15439,15249,11870,15565,7948
10418,1431,8210,6340,10930,15497,10470,15065,5673,11215,7105
10419,9150,634,8879,721,11844,7609,1121,8226,9644,9206
10420,2258,1717,10377,12951,1087,15983,7268,15089,10177,12179
10421,8816,2165,13842,3036,2127,1654,3248,1478,635,13611
10422,6866,14921,14228,7380,7041,988,1548,8706,2079,1194
10423,15214,10198,627,3244,575,9246,11619,14844,10309,9446
10424,11540,6431,10410,15712,15730,14938,13731,6296,11978,15249
10425,13757,10457,12875,1088,4143,10547,6211,4286,767,5363
10426,1400,16032,2780,2223,10593,1206,8380,4228,3845,2568
10427,13333,9394,7320,11671,10789,10811,14847,11404,11284,7579
10428,8613,11281,13932,8071,14737,10211,5745,11867,4361,8423
10429,6165,3405,6657,9364,6660,6527,10679,8136,4971,667
10430,1241,10349,3601,2235,7352,1479,697,5797,9313,7625
10431,3314,10276,14648,12648,7015,11506,1604,11414,5832,2703
10432,15413,8119,2456,9526,4162,13604,7909,14453,14033,15031
10433,1372,390,9551,2984,997,460,2819,2326,12979,7384
10434,16053,11228,11907,12919,16099,2979,14630,2011,12999,15695
10435,7578,4241,3797,418,9361,526,9096,10934,9352,15612
10436,10336,2732,6670,13062,8990,11726,8072,6580,12195,14810
10437,12835,3901,3542,9569,6959,7446,9327,382,3699,3731
10438,14298,14983,4623,14121,10360,4458,9321,10420,4788,6068
10439,9036,4935,3824,4022,13402,13664,1449,2918,15765,12596
10440,7648,13430,3636,15330,2109,5577,5191,3859,3980,14848
10441,12995,12517,10664,13162,12028,1137,2107,8625,1475,4008
10442,11137,11134,13664,361,4268,1539,2918,5109,9036,12556
10443,10960,3661,10798,13811,7311,12575,13192,13534,8263,2553
10444,4016,12198,1586,9096,13825,9802,9800,8332,7020,3678
10445,5073,15198,794,11580,7168,9288,1676,12781,9705,5644
10446,6372,8182,1575,4835,3716,15419,8145,3464,10935,1102
10447,10043,2060,10512,14594,9289,3049,14109,13821,5643,5738
10448,5386,4021,13466,15739,1873,13937,6648,2455,5029,9385
10449,14950,12055,8390,4763,13747,3144,8215,10204,6124,5251
10450,1215,8103,12333,10049,11902,11092,5250,12176,6538,9890
10451,671,123,10005,1640,14216,7192,12828,7184,15652,11546
10452,6323,16040,15097,15483,9582,11525,9074,12012,8533,12434
10453,9235,7148,11795,6990,5044,10110,8485,10645,1922,15422
10454,3984,2093,130,12228,12554,1283,3523,11269,9972,2297
10455,9432,12273,10223,15376,16107,6669,2932,3915,7722,13518
10456,9470,13960,4882,2146,8202,1131,12261,13271,1011,12001
10457,13764,357,7652,3245,9067,4239,11250,6135,2242,3400
10458,2568,6931,11105,10410,12649,8754,1756,10426,8281,10847
10459,6186,12278,9915,1859,7394,8916,5802,15,580,7666
10460,12613,8621,1657,6319,3649,1998,6489,9754,13050,5741
10461,2715,4786,4617,15192,10683,2839,13990,11385,8916,2470
10462,3467,10083,15544,15542,10207,4092,8951,15389,14270,4496
10463,8026,6533,12010,705,4761,10090,5480,12704,11264,11513
10464,12861,12382,4172,12022,8551,8436,8234,941,12709,14418
10465,8880,8174,3863,6363,10359,6085,6563,11589,8371,3671
10466,8938,3838,9859,8830,4861,9969,9576,7842,16094,15748
10467,5668,5500,4251,8397,11569,10514,10085,8221,7696,9737
10468,8002,8969,8126,2266,13763,15692,12248,14647,11839,2975
10469,3854,6171,4744,6865,11966,14688,5129,7168,14252,4585
10470,11787,15263,15730,11215,10865,14898,14672,13161,11831,11188
10471,9889,8892,11404,9831,3675,8039,3784,7832,14249,12675
10472,15859,3848,1028,3834,14709,9791,9195,7710,10888,14166
10473,7622,15611,5100,3895,1095,1712,15427,16120,13581,6792
10474,6087,10773,10607,6314,592,9071,6284,8989,1400,7123
10475,9936,629,2933,835,4805,10015,12024,7039,11500,5205
10476,66,9267,6530,427,1612,6064,1486,441,3345,6968
10477,12964,246,15973,5913,11172,7168,5764,12828,14514,7029
10478,2355,15402,7660,13739,15226,15650,14307,9057,8727,199
